City,Colors_Reported,Shape_Reported,State,Time,Year,Month,Day,Hour
South Whitley,,OTHER,IN,2000-04-10 10:00:00,2000,4,10,10
Greers Ferry,,,GA,2000-04-10 18:00:00,2000,4,10,18
Owls Head,,DIAMOND,ME,2000-04-10 23:00:00,2000,4,10,23
Tonasket,,LIGHT,WA,2000-04-11 05:10:00,2000,4,11,5
Fayetteville,,LIGHT,AR,2000-04-12 19:30:00,2000,4,12,19
West Palm Beach,,CIRCLE,FL,2000-04-12 20:50:00,2000,4,12,20
Eugene,,LIGHT,OR,2000-04-12 20:58:00,2000,4,12,20
Alamo Lake State Park,ORANGE,,AZ,2000-04-12 21:45:00,2000,4,12,21
Antioch,ORANGE,LIGHT,CA,2000-04-13 05:30:00,2000,4,13,5
Waite Park,,LIGHT,MN,2000-04-13 20:00:00,2000,4,13,20
Texarkana,,OTHER,TX,2000-04-13 21:30:00,2000,4,13,21
Eugene,ORANGE,SPHERE,OR,2000-04-13 22:30:00,2000,4,13,22
Pittsburgh,,TRIANGLE,PA,2000-04-13 22:30:00,2000,4,13,22
San Luis Obispo,,OVAL,CA,2000-04-14 03:00:00,2000,4,14,3
Newfields,,,NH,2000-04-14 03:27:00,2000,4,14,3
Montauk,,DISK,NY,2000-04-14 03:42:00,2000,4,14,3
East Killingly,RED,DISK,CT,2000-04-14 21:00:00,2000,4,14,21
New Haven,RED,,CT,2000-04-14 21:45:00,2000,4,14,21
Gulf of Mexico,,SPHERE,FL,2000-04-15 02:00:00,2000,4,15,2
Hayden,,LIGHT,ID,2000-04-15 04:00:00,2000,4,15,4
Phoenix,,VARIOUS,AZ,2000-04-15 12:25:00,2000,4,15,12
Gig Harbor,,DISK,WA,2000-04-15 13:45:00,2000,4,15,13
Tokeland,,,WA,2000-04-15 15:00:00,2000,4,15,15
Torrance,,DISK,CA,2000-04-15 15:35:00,2000,4,15,15
Beatty,,FORMATION,NV,2000-04-15 22:00:00,2000,4,15,22
Meraux,,RECTANGLE,LA,2000-04-15 22:00:00,2000,4,15,22
San Diego,,FORMATION,CA,2000-04-15 22:00:00,2000,4,15,22
Sedona,YELLOW,SPHERE,AZ,2000-04-15 23:00:00,2000,4,15,23
Prescott Valley,RED,SPHERE,AZ,2000-04-15 23:45:00,2000,4,15,23
Santee,,LIGHT,CA,2000-04-16 01:30:00,2000,4,16,1
Albuquerque,,RECTANGLE,NM,2000-04-16 10:25:00,2000,4,16,10
New York City,,DISK,NY,2000-04-16 12:00:00,2000,4,16,12
San Diego,,CYLINDER,CA,2000-04-16 14:00:00,2000,4,16,14
Sanibel Island,,,FL,2000-04-16 19:40:00,2000,4,16,19
Omaha,,FIREBALL,NE,2000-04-16 20:00:00,2000,4,16,20
Forest Grove,,CONE,OR,2000-04-17 02:00:00,2000,4,17,2
Tulsa,,CIGAR,OK,2000-04-17 06:15:00,2000,4,17,6
Los Angeles,,SPHERE,CA,2000-04-17 16:00:00,2000,4,17,16
Sultan,,LIGHT,WA,2000-04-17 19:20:00,2000,4,17,19
Santa Fe,YELLOW,CYLINDER,NM,2000-04-17 20:00:00,2000,4,17,20
Antioch,ORANGE,FIREBALL,CA,2000-04-17 22:30:00,2000,4,17,22
Corvallis,,FIREBALL,OR,2000-04-17 22:54:00,2000,4,17,22
Arizona,YELLOW,CIRCLE,AZ,2000-04-18 00:00:00,2000,4,18,0
Tacoma,,OTHER,WA,2000-04-18 11:32:00,2000,4,18,11
Cottonwood,,CYLINDER,AZ,2000-04-18 19:00:00,2000,4,18,19
Cocoa Beach,BLUE,CYLINDER,FL,2000-04-18 22:00:00,2000,4,18,22
Arroyo Seco,,LIGHT,CA,2000-04-19 13:30:00,2000,4,19,13
Jellico,,DISK,TN,2000-04-19 18:15:00,2000,4,19,18
Alabaster,,EGG,AL,2000-04-19 19:10:00,2000,4,19,19
Culver City,,LIGHT,CA,2000-04-19 20:20:00,2000,4,19,20
Delray Beach,,CHEVRON,FL,2000-04-19 23:09:00,2000,4,19,23
Chicago,,OTHER,IL,2000-04-19 23:50:00,2000,4,19,23
Palm Desert,,CIGAR,CA,2000-04-20 05:38:00,2000,4,20,5
Austin,,FIREBALL,TX,2000-04-20 17:00:00,2000,4,20,17
Burlington Township,,TRIANGLE,IL,2000-04-20 19:00:00,2000,4,20,19
Tonasket,,LIGHT,WA,2000-04-20 19:55:00,2000,4,20,19
Santa Clara,ORANGE,EGG,CA,2000-04-20 21:05:00,2000,4,20,21
Magna,ORANGE,LIGHT,UT,2000-04-20 21:23:00,2000,4,20,21
Clearfield,,CIRCLE,UT,2000-04-20 21:35:00,2000,4,20,21
Clearfield,,FORMATION,UT,2000-04-20 21:35:00,2000,4,20,21
Joshua,,,TX,2000-04-20 22:30:00,2000,4,20,22
Redlands,RED,,CA,2000-04-20 23:00:00,2000,4,20,23
Rockport,,OVAL,MA,2000-04-20 23:00:00,2000,4,20,23
Harrison,,CYLINDER,AR,2000-04-21 17:00:00,2000,4,21,17
Marion,,DISK,IN,2000-04-21 22:00:00,2000,4,21,22
Healdsburg,,TRIANGLE,CA,2000-04-21 23:15:00,2000,4,21,23
Manitowoc,,LIGHT,WI,2000-04-22 01:23:00,2000,4,22,1
Piqua,,,OH,2000-04-22 15:00:00,2000,4,22,15
Sullivan,,CIGAR,MO,2000-04-22 17:15:00,2000,4,22,17
Birmingham,,VARIOUS,AL,2000-04-22 22:00:00,2000,4,22,22
Victor,,FIREBALL,IA,2000-04-22 22:20:00,2000,4,22,22
Lake Charles,,TRIANGLE,LA,2000-04-22 23:15:00,2000,4,22,23
Burke,,DISK,VA,2000-04-22 23:30:00,2000,4,22,23
Las Vegas,,CIRCLE,NV,2000-04-23 01:30:00,2000,4,23,1
Nevada,,DISK,NV,2000-04-23 18:40:00,2000,4,23,18
Riverside,,LIGHT,CA,2000-04-23 21:00:00,2000,4,23,21
Arivaca,,OTHER,AZ,2000-04-23 22:00:00,2000,4,23,22
Eugene,,DISK,OR,2000-04-23 23:00:00,2000,4,23,23
Merrillville,,TRIANGLE,IN,2000-04-24 00:15:00,2000,4,24,0
Palmetto,,TRIANGLE,GA,2000-04-24 00:20:00,2000,4,24,0
San Jose,,SPHERE,CA,2000-04-24 18:08:00,2000,4,24,18
Tulsa,,FIREBALL,OK,2000-04-24 19:52:00,2000,4,24,19
Venice,RED BLUE,DIAMOND,CA,2000-04-24 20:00:00,2000,4,24,20
Chino Hills,GREEN,CIRCLE,CA,2000-04-24 22:30:00,2000,4,24,22
Cincinnati,,EGG,OH,2000-04-24 22:30:00,2000,4,24,22
Eagle River,RED,LIGHT,AK,2000-04-24 23:15:00,2000,4,24,23
Great Falls,,,MT,2000-04-24 23:30:00,2000,4,24,23
Wheaton,,CIRCLE,MD,2000-04-25 00:30:00,2000,4,25,0
Wood Dale,,OTHER,IL,2000-04-25 02:10:00,2000,4,25,2
Grand Rapids,,,MI,2000-04-25 21:25:00,2000,4,25,21
Kankakee,RED GREEN,CIRCLE,IL,2000-04-25 21:30:00,2000,4,25,21
Carrollton,,FORMATION,TX,2000-04-25 23:15:00,2000,4,25,23
San Rafael,,LIGHT,CA,2000-04-25 23:30:00,2000,4,25,23
Bolingbrook,,OVAL,IL,2000-04-26 21:30:00,2000,4,26,21
Palm Springs,,TRIANGLE,CA,2000-04-27 09:15:00,2000,4,27,9
Orlando,,OTHER,FL,2000-04-27 12:30:00,2000,4,27,12
Lewiston,ORANGE,LIGHT,ME,2000-04-27 13:00:00,2000,4,27,13
Coos Bay,,LIGHT,OR,2000-04-27 18:04:00,2000,4,27,18
Dallas,,LIGHT,TX,2000-04-27 20:40:00,2000,4,27,20
Prescott Valley,,CIRCLE,AZ,2000-04-27 22:00:00,2000,4,27,22
Hot Springs,,CIGAR,AR,2000-04-27 22:15:00,2000,4,27,22
Plano,,TRIANGLE,TX,2000-04-27 23:38:00,2000,4,27,23
Grants Pass,,CIRCLE,OR,2000-04-28 04:30:00,2000,4,28,4
Seattle,,FIREBALL,WA,2000-04-28 21:00:00,2000,4,28,21
Wheeling,,TRIANGLE,WV,2000-04-28 21:00:00,2000,4,28,21
Seattle,,DISK,WA,2000-04-28 22:05:00,2000,4,28,22
Federal Way,,CIGAR,WA,2000-04-28 22:07:00,2000,4,28,22
Federal Way,BLUE,CIGAR,WA,2000-04-28 22:07:00,2000,4,28,22
Seattle,GREEN,LIGHT,WA,2000-04-28 22:07:00,2000,4,28,22
Seattle,,OTHER,WA,2000-04-28 22:10:00,2000,4,28,22
Bossier City,,CHEVRON,LA,2000-04-28 22:28:00,2000,4,28,22
Des Moines,,,IA,2000-04-28 23:15:00,2000,4,28,23
Santa Maria,RED GREEN BLUE,OVAL,CA,2000-04-29 19:00:00,2000,4,29,19
Wittmann,,FLASH,AZ,2000-04-29 20:30:00,2000,4,29,20
Floral Park,,DISK,NY,2000-04-29 22:29:00,2000,4,29,22
Ogden,RED,CIRCLE,UT,2000-04-29 22:30:00,2000,4,29,22
Raccoon Creek State Park,,TRIANGLE,PA,2000-04-29 23:00:00,2000,4,29,23
Eagle Point,,CIRCLE,OR,2000-04-29 23:10:00,2000,4,29,23
Butte Falls,,LIGHT,OR,2000-04-29 23:11:00,2000,4,29,23
South Lyon,,DISK,MI,2000-04-30 00:00:00,2000,4,30,0
Franklin,RED,DIAMOND,MA,2000-04-30 00:12:00,2000,4,30,0
Layton,,TRIANGLE,UT,2000-04-30 22:00:00,2000,4,30,22
Corvallis,,DISK,OR,2000-04-30 22:30:00,2000,4,30,22
Portland,,CIRCLE,OR,2000-04-30 22:30:00,2000,4,30,22
Port Washington,,FIREBALL,WI,2000-04-30 23:41:00,2000,4,30,23
New York City,,FLASH,NY,2000-05-01 01:00:00,2000,5,1,1
Marietta,,OVAL,GA,2000-05-01 04:00:00,2000,5,1,4
Moreno Valley,,VARIOUS,CA,2000-05-01 09:23:00,2000,5,1,9
Geneva,,SPHERE,IL,2000-05-01 12:00:00,2000,5,1,12
Prairieville,,EGG,LA,2000-05-01 17:00:00,2000,5,1,17
Hwy 12,,LIGHT,WA,2000-05-01 20:00:00,2000,5,1,20
Westlake,,LIGHT,LA,2000-05-01 21:00:00,2000,5,1,21
Chicago,,SPHERE,IL,2000-05-01 21:30:00,2000,5,1,21
Little Rock,,TRIANGLE,AR,2000-05-01 22:55:00,2000,5,1,22
Red Shirt,,LIGHT,SD,2000-05-01 23:00:00,2000,5,1,23
Sheboygan,,DIAMOND,WI,2000-05-02 01:23:00,2000,5,2,1
Waterford,BLUE,DISK,NJ,2000-05-03 03:00:00,2000,5,3,3
Newton,,,MA,2000-05-03 09:45:00,2000,5,3,9
Mt. Pleasant,,LIGHT,IA,2000-05-03 20:00:00,2000,5,3,20
Pittsville,,CIRCLE,MO,2000-05-03 21:30:00,2000,5,3,21
Pittsville,,LIGHT,MO,2000-05-03 21:30:00,2000,5,3,21
Surprise,,LIGHT,AZ,2000-05-03 22:00:00,2000,5,3,22
Avon Lake,,OTHER,OH,2000-05-03 22:30:00,2000,5,3,22
Surprise,,,AZ,2000-05-03 22:30:00,2000,5,3,22
Gig Harbor,,SPHERE,WA,2000-05-04 10:30:00,2000,5,4,10
Deweyville,,DIAMOND,TX,2000-05-04 12:00:00,2000,5,4,12
Fallbrook,,OTHER,CA,2000-05-04 17:00:00,2000,5,4,17
Kansas City,,SPHERE,MO,2000-05-04 21:10:00,2000,5,4,21
Ferguson,,CIRCLE,MO,2000-05-04 21:44:00,2000,5,4,21
St. Cloud,,CIRCLE,FL,2000-05-04 22:00:00,2000,5,4,22
Houston,,TRIANGLE,TX,2000-05-04 23:40:00,2000,5,4,23
Atlanta,,LIGHT,GA,2000-05-05 00:00:00,2000,5,5,0
Onawa,,VARIOUS,IA,2000-05-05 19:30:00,2000,5,5,19
Johnson County,RED GREEN,SPHERE,KS,2000-05-05 20:30:00,2000,5,5,20
Simpsonville,RED BLUE,LIGHT,SC,2000-05-05 21:50:00,2000,5,5,21
Triborough Bridge,GREEN,LIGHT,NY,2000-05-06 05:05:00,2000,5,6,5
Bloomingburgh,,LIGHT,NY,2000-05-06 21:30:00,2000,5,6,21
Broad Creek,,,NC,2000-05-06 21:38:00,2000,5,6,21
Braintree,,LIGHT,MA,2000-05-06 22:00:00,2000,5,6,22
Costa Mesa,,DISK,CA,2000-05-06 23:30:00,2000,5,6,23
Portland,,OTHER,OR,2000-05-07 03:45:00,2000,5,7,3
Laguna Beach,BLUE,DISK,CA,2000-05-07 08:00:00,2000,5,7,8
Greenville,,OTHER,DE,2000-05-07 13:00:00,2000,5,7,13
Worcester County,,,MA,2000-05-07 16:30:00,2000,5,7,16
Edinburg,,TRIANGLE,IL,2000-05-07 22:12:00,2000,5,7,22
Evansville,,DIAMOND,IN,2000-05-07 22:45:00,2000,5,7,22
Pompton Plains,,DISK,NJ,2000-05-08 19:00:00,2000,5,8,19
Carpinteria,,TRIANGLE,CA,2000-05-08 22:00:00,2000,5,8,22
Decatur,,SPHERE,GA,2000-05-09 00:35:00,2000,5,9,0
Shahola Falls,,LIGHT,PA,2000-05-09 03:15:00,2000,5,9,3
Camp Atturburry,RED,SPHERE,IN,2000-05-09 08:30:00,2000,5,9,8
Lawton,,SPHERE,OK,2000-05-09 10:30:00,2000,5,9,10
Knoxville,,CIRCLE,TN,2000-05-09 12:00:00,2000,5,9,12
Canfield,,DISK,OH,2000-05-09 20:30:00,2000,5,9,20
Riverside,,CIRCLE,CA,2000-05-09 20:58:00,2000,5,9,20
Salado,,OTHER,TX,2000-05-09 21:30:00,2000,5,9,21
Ashton,,,MI,2000-05-10 10:00:00,2000,5,10,10
Charlotte,,TRIANGLE,NC,2000-05-10 22:00:00,2000,5,10,22
Riverside,,,CA,2000-05-12 01:02:00,2000,5,12,1
Molalla,,DISK,OR,2000-05-12 09:30:00,2000,5,12,9
Portland,,,OR,2000-05-12 20:50:00,2000,5,12,20
Covina,ORANGE,OTHER,CA,2000-05-12 22:17:00,2000,5,12,22
Milwaukee,,CONE,WI,2000-05-12 23:00:00,2000,5,12,23
Melbourne,,LIGHT,FL,2000-05-12 23:15:00,2000,5,12,23
Candor,,OTHER,NY,2000-05-12 23:25:00,2000,5,12,23
Federal Heights,,SPHERE,CO,2000-05-13 17:30:00,2000,5,13,17
Talladega,,OTHER,AL,2000-05-13 20:00:00,2000,5,13,20
Independence,,TRIANGLE,MO,2000-05-13 22:00:00,2000,5,13,22
Auburn,RED,,WA,2000-05-13 23:00:00,2000,5,13,23
Randall,ORANGE,TRIANGLE,MN,2000-05-13 23:30:00,2000,5,13,23
Vacaville,ORANGE,LIGHT,CA,2000-05-13 23:45:00,2000,5,13,23
Eastchester,,CIRCLE,NY,2000-05-14 03:00:00,2000,5,14,3
Millston,,DISK,WI,2000-05-14 17:00:00,2000,5,14,17
Union Beach,,TRIANGLE,NJ,2000-05-14 19:00:00,2000,5,14,19
Stafford Forge,RED,TRIANGLE,NJ,2000-05-14 21:25:00,2000,5,14,21
Tuckerton,RED YELLOW GREEN,TRIANGLE,NJ,2000-05-14 21:25:00,2000,5,14,21
Winter Haven,,EGG,FL,2000-05-15 02:30:00,2000,5,15,2
Bushkill,BLUE,CIRCLE,PA,2000-05-15 03:00:00,2000,5,15,3
Los Angeles,,TRIANGLE,CA,2000-05-15 04:00:00,2000,5,15,4
Dexter,,DISK,KY,2000-05-15 07:00:00,2000,5,15,7
Johnstown,,DISK,PA,2000-05-15 13:45:00,2000,5,15,13
Jackson,,CIGAR,NJ,2000-05-15 19:30:00,2000,5,15,19
New Rochelle,,CIRCLE,NY,2000-05-15 20:00:00,2000,5,15,20
Harrison,,LIGHT,AR,2000-05-15 21:00:00,2000,5,15,21
Ladson,,OTHER,SC,2000-05-15 21:30:00,2000,5,15,21
Woodburn,,LIGHT,OR,2000-05-15 21:55:00,2000,5,15,21
Buttonwillow,,CHEVRON,CA,2000-05-15 22:00:00,2000,5,15,22
Lancaster,,TRIANGLE,CA,2000-05-15 22:00:00,2000,5,15,22
Virginia,,OTHER,MN,2000-05-15 22:00:00,2000,5,15,22
Pittsburg,RED GREEN,LIGHT,TX,2000-05-15 22:30:00,2000,5,15,22
Shakopee,,FIREBALL,MN,2000-05-15 22:50:00,2000,5,15,22
Fair Lawn,,CIRCLE,NJ,2000-05-15 23:00:00,2000,5,15,23
Cleveland,,TEARDROP,OH,2000-05-15 23:30:00,2000,5,15,23
Ottawa,,,WI,2000-05-16 09:30:00,2000,5,16,9
Charlotte,,EGG,NC,2000-05-16 11:00:00,2000,5,16,11
Wilmington,,OTHER,DE,2000-05-17 00:35:00,2000,5,17,0
Fredericksburg,,TEARDROP,TX,2000-05-17 16:00:00,2000,5,17,16
Glen Ridge,,CIRCLE,NJ,2000-05-17 19:30:00,2000,5,17,19
Jackson,,SPHERE,TN,2000-05-17 19:30:00,2000,5,17,19
Bakersfield,,CROSS,CA,2000-05-17 21:00:00,2000,5,17,21
Bay City,,OVAL,OR,2000-05-17 21:54:00,2000,5,17,21
San Francisco,,LIGHT,CA,2000-05-18 20:55:00,2000,5,18,20
Brookville,,DIAMOND,PA,2000-05-18 21:00:00,2000,5,18,21
Cuba,,TRIANGLE,MO,2000-05-18 22:10:00,2000,5,18,22
Phoenix,,CIRCLE,AZ,2000-05-19 00:00:00,2000,5,19,0
Cocoa,,LIGHT,FL,2000-05-19 21:00:00,2000,5,19,21
Augusta,,FIREBALL,KS,2000-05-20 00:00:00,2000,5,20,0
Hudson,,OVAL,OH,2000-05-20 05:00:00,2000,5,20,5
Benedicta,,SPHERE,ME,2000-05-20 13:00:00,2000,5,20,13
Viola,,CIGAR,WI,2000-05-20 14:27:00,2000,5,20,14
Glenn Ellyn,,OTHER,IL,2000-05-20 15:00:00,2000,5,20,15
Hampton,,OTHER,VA,2000-05-20 16:10:00,2000,5,20,16
Santa Clarita,,LIGHT,CA,2000-05-20 20:20:00,2000,5,20,20
Lancaster,,,CA,2000-05-20 20:45:00,2000,5,20,20
Index,,CONE,WA,2000-05-20 23:30:00,2000,5,20,23
NASA-INTERNET TV,,DISK,TX,2000-05-21 01:00:00,2000,5,21,1
New Smyrna Beach,,,FL,2000-05-21 02:40:00,2000,5,21,2
Bauxite,,TRIANGLE,AR,2000-05-21 23:00:00,2000,5,21,23
Houston,GREEN,LIGHT,TX,2000-05-22 03:30:00,2000,5,22,3
Visalia,BLUE,FIREBALL,CA,2000-05-22 18:00:00,2000,5,22,18
Paso Robles,,FLASH,CA,2000-05-22 21:10:00,2000,5,22,21
Gardner,ORANGE GREEN,EGG,KS,2000-05-22 23:00:00,2000,5,22,23
Dayton,,,OH,2000-05-22 23:15:00,2000,5,22,23
Tulsa,,CIRCLE,OK,2000-05-23 20:15:00,2000,5,23,20
Sun Prairie,,,WI,2000-05-23 22:30:00,2000,5,23,22
Cleveland,,TRIANGLE,TN,2000-05-23 23:00:00,2000,5,23,23
Mount Shasta,,TEARDROP,CA,2000-05-24 00:00:00,2000,5,24,0
Flagstaff,,OVAL,AZ,2000-05-25 02:30:00,2000,5,25,2
Dallas,,DISK,TX,2000-05-25 15:15:00,2000,5,25,15
Burr Ridge,,TRIANGLE,IL,2000-05-25 19:40:00,2000,5,25,19
Victor,RED GREEN,DISK,NY,2000-05-25 20:00:00,2000,5,25,20
Ketchikan,,OVAL,AK,2000-05-25 21:00:00,2000,5,25,21
Cottage Hills,,CHEVRON,IL,2000-05-25 21:30:00,2000,5,25,21
Phoenix,,LIGHT,AZ,2000-05-25 21:30:00,2000,5,25,21
South Pasadena,,CHEVRON,CA,2000-05-26 09:28:00,2000,5,26,9
Yuma,,,AZ,2000-05-26 19:00:00,2000,5,26,19
Burbank,ORANGE,DISK,CA,2000-05-26 20:00:00,2000,5,26,20
Newton,,LIGHT,NH,2000-05-26 22:15:00,2000,5,26,22
Littleton,,FIREBALL,CO,2000-05-26 22:50:00,2000,5,26,22
Jersey City,ORANGE,SPHERE,NJ,2000-05-26 23:15:00,2000,5,26,23
Ogdensburg,,VARIOUS,NY,2000-05-26 23:15:00,2000,5,26,23
Cincinnati,,CIRCLE,OH,2000-05-27 02:00:00,2000,5,27,2
Lake Havasu,,DISK,AZ,2000-05-27 16:30:00,2000,5,27,16
Nassau County,,DISK,NY,2000-05-27 21:00:00,2000,5,27,21
Los Angeles,,FORMATION,CA,2000-05-27 22:55:00,2000,5,27,22
Fresno,,FORMATION,CA,2000-05-28 00:20:00,2000,5,28,0
Maricopa,,EGG,CA,2000-05-28 14:00:00,2000,5,28,14
White Sands,,LIGHT,NM,2000-05-28 20:00:00,2000,5,28,20
Decatur,,VARIOUS,TX,2000-05-28 20:30:00,2000,5,28,20
Spring,RED,,TX,2000-05-28 21:15:00,2000,5,28,21
St. Petersburg,ORANGE,FIREBALL,FL,2000-05-28 22:00:00,2000,5,28,22
Sacramento,,TRIANGLE,CA,2000-05-28 22:32:00,2000,5,28,22
Sioux Falls,,FIREBALL,SD,2000-05-29 01:00:00,2000,5,29,1
Tallahassee,,DISK,FL,2000-05-29 04:00:00,2000,5,29,4
Clovis,,LIGHT,CA,2000-05-29 21:00:00,2000,5,29,21
Prescott Valley,,FORMATION,AZ,2000-05-30 20:05:00,2000,5,30,20
Fort Morgan,GREEN,OVAL,AL,2000-05-30 21:00:00,2000,5,30,21
Schuyler County,ORANGE GREEN,LIGHT,IL,2000-05-30 22:07:00,2000,5,30,22
Boston,,FIREBALL,MA,2000-05-31 23:50:00,2000,5,31,23
Joshua Tree National Park,,OVAL,CA,2000-06-01 00:00:00,2000,6,1,0
Auburn,,OVAL,WA,2000-06-01 01:00:00,2000,6,1,1
San Francisco,,FORMATION,CA,2000-06-01 02:00:00,2000,6,1,2
Powhatan,,LIGHT,VA,2000-06-01 12:00:00,2000,6,1,12
Livonia,,DISK,MI,2000-06-01 13:00:00,2000,6,1,13
Albuquerque,,LIGHT,NM,2000-06-01 15:00:00,2000,6,1,15
Macon,,OTHER,GA,2000-06-01 15:00:00,2000,6,1,15
Chattanooga,,DISK,TN,2000-06-01 17:00:00,2000,6,1,17
Key West,,FORMATION,FL,2000-06-01 20:00:00,2000,6,1,20
Santa Fe,,TRIANGLE,NM,2000-06-01 21:30:00,2000,6,1,21
San Francisco,,FIREBALL,CA,2000-06-01 22:00:00,2000,6,1,22
Mineola,,TEARDROP,NY,2000-06-01 22:20:00,2000,6,1,22
Boca Raton,,TRIANGLE,FL,2000-06-01 22:30:00,2000,6,1,22
Buckley,,DISK,WA,2000-06-01 23:00:00,2000,6,1,23
Peru,,EGG,IN,2000-06-02 00:00:00,2000,6,2,0
Gilbert,,OVAL,AZ,2000-06-02 19:50:00,2000,6,2,19
Escondido,RED,LIGHT,CA,2000-06-02 22:00:00,2000,6,2,22
Gladstone,,LIGHT,MI,2000-06-03 00:17:00,2000,6,3,0
Placitas,,CIRCLE,NM,2000-06-03 14:00:00,2000,6,3,14
Albuquerque,,SPHERE,NM,2000-06-03 14:30:00,2000,6,3,14
Greer,RED,TRIANGLE,AZ,2000-06-03 19:30:00,2000,6,3,19
Overgaard,RED BLUE,TRIANGLE,AZ,2000-06-03 19:30:00,2000,6,3,19
Bluewater Village,,DISK,NM,2000-06-03 20:00:00,2000,6,3,20
Bluewater Village,,OVAL,NM,2000-06-03 20:30:00,2000,6,3,20
Kaneohe,,OTHER,HI,2000-06-03 20:30:00,2000,6,3,20
Manzanita,ORANGE,FIREBALL,OR,2000-06-03 21:45:00,2000,6,3,21
Manzanita,ORANGE,LIGHT,OR,2000-06-03 22:00:00,2000,6,3,22
Cranberry Township,,CIRCLE,PA,2000-06-03 22:30:00,2000,6,3,22
Ithaca,,FLASH,MI,2000-06-03 22:35:00,2000,6,3,22
New York City,,CHEVRON,NY,2000-06-03 23:30:00,2000,6,3,23
Milwaukee,,DISK,WI,2000-06-04 02:00:00,2000,6,4,2
Milwaukee,,DISK,WI,2000-06-04 21:30:00,2000,6,4,21
Augusta,,LIGHT,KS,2000-06-05 03:45:00,2000,6,5,3
Ironton,,TRIANGLE,OH,2000-06-05 21:00:00,2000,6,5,21
Conway,,TRIANGLE,SC,2000-06-05 22:00:00,2000,6,5,22
Sargent,,,GA,2000-06-05 23:00:00,2000,6,5,23
San Francisco,,,CA,2000-06-05 23:30:00,2000,6,5,23
Mt. Vernon,,RECTANGLE,VA,2000-06-06 01:45:00,2000,6,6,1
El Cajon,,SPHERE,CA,2000-06-06 03:20:00,2000,6,6,3
Tulsa,,CIRCLE,OK,2000-06-06 08:15:00,2000,6,6,8
St. Louis,,OVAL,MO,2000-06-06 17:22:00,2000,6,6,17
Marlette,,OVAL,MI,2000-06-07 13:00:00,2000,6,7,13
Modesto,,SPHERE,CA,2000-06-07 14:00:00,2000,6,7,14
Deltona,,,FL,2000-06-07 19:00:00,2000,6,7,19
Ely,,LIGHT,MN,2000-06-07 21:30:00,2000,6,7,21
Deltona,,,FL,2000-06-07 22:00:00,2000,6,7,22
Tempe,,,AZ,2000-06-07 22:00:00,2000,6,7,22
Elkhart,,CIRCLE,KS,2000-06-07 23:48:00,2000,6,7,23
Ely,,DIAMOND,MN,2000-06-08 01:00:00,2000,6,8,1
Mulino,,CIGAR,OR,2000-06-08 11:00:00,2000,6,8,11
Lynnville,,DISK,IA,2000-06-09 13:00:00,2000,6,9,13
Richland,,TEARDROP,WA,2000-06-09 17:00:00,2000,6,9,17
Gilbert,RED,LIGHT,AZ,2000-06-09 20:15:00,2000,6,9,20
West Valley,,LIGHT,NY,2000-06-09 20:30:00,2000,6,9,20
Kensington,,CYLINDER,MD,2000-06-09 22:15:00,2000,6,9,22
Germantown,RED,TRIANGLE,MD,2000-06-09 22:35:00,2000,6,9,22
Circle Pines,,LIGHT,MN,2000-06-09 23:00:00,2000,6,9,23
Clinton Township,,LIGHT,MI,2000-06-09 23:35:00,2000,6,9,23
Carrolton,,LIGHT,GA,2000-06-10 00:00:00,2000,6,10,0
Polk City,,CIRCLE,IA,2000-06-10 02:30:00,2000,6,10,2
Henry Cowe Park,,CIRCLE,CA,2000-06-10 03:00:00,2000,6,10,3
Jacksonville,RED YELLOW GREEN,LIGHT,FL,2000-06-10 04:00:00,2000,6,10,4
Avoco,,TRIANGLE,PA,2000-06-10 12:00:00,2000,6,10,12
Stevens Point,,CIRCLE,WI,2000-06-10 13:00:00,2000,6,10,13
Slatington,,OVAL,PA,2000-06-10 18:00:00,2000,6,10,18
Hillsboro,RED,CIRCLE,MO,2000-06-10 19:00:00,2000,6,10,19
Gilbert,RED,,AZ,2000-06-10 19:30:00,2000,6,10,19
Lakewood,,LIGHT,CA,2000-06-10 21:23:00,2000,6,10,21
Orofino,,TRIANGLE,ID,2000-06-10 21:30:00,2000,6,10,21
Levittown,GREEN,CYLINDER,NY,2000-06-10 21:35:00,2000,6,10,21
Parlin,,,NJ,2000-06-10 21:38:00,2000,6,10,21
Moundsville,RED YELLOW,FLASH,WV,2000-06-10 22:00:00,2000,6,10,22
Santa Monica,,LIGHT,CA,2000-06-10 23:00:00,2000,6,10,23
Framingham,ORANGE,SPHERE,MA,2000-06-11 02:16:00,2000,6,11,2
Freer,,DISK,TX,2000-06-11 02:30:00,2000,6,11,2
Freer,RED,CIRCLE,TX,2000-06-11 03:00:00,2000,6,11,3
Lunenburg,,SPHERE,MA,2000-06-11 03:05:00,2000,6,11,3
Starr,,OTHER,SC,2000-06-11 16:30:00,2000,6,11,16
Tucson,,OTHER,AZ,2000-06-11 17:30:00,2000,6,11,17
Houston,,TEARDROP,TX,2000-06-12 11:45:00,2000,6,12,11
Lynnwood,,TRIANGLE,WA,2000-06-12 17:20:00,2000,6,12,17
Houston,,DISK,TX,2000-06-12 19:00:00,2000,6,12,19
Hurst,,FIREBALL,TX,2000-06-12 23:26:00,2000,6,12,23
Salina,,CONE,KS,2000-06-13 16:50:00,2000,6,13,16
